date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:22:12	2102/2102	---M--	200	added ('OK')	image/png	etag:%22601d2-836-529cfafdcb740%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/pencil.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/pencil.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:12	2502/2502	---M--	200	added ('OK')	image/png	etag:%22601d9-9c6-529cfa887e280%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/skull.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/skull.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:15	3158/3158	---M--	200	added ('OK')	image/png	etag:%22601b6-c56-529d0e6393b00%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/camera.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/camera.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:15	55588/55588	---M--	200	added ('OK')	image/png	etag:%22601e6-d924-52a48aba0b040%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/item/brief-1.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/item/brief-1.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:16	4419/4419	---M--	200	added ('OK')	image/png	etag:%22601de-1143-529cfb919d400%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/support.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/support.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:16	2992/2992	---M--	200	added ('OK')	image/png	etag:%22601cf-bb0-529d0c0321f80%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/paint.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/paint.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:17	55688/55688	---M--	200	added ('OK')	image/png	etag:%22601e7-d988-52a48a7931740%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/item/brief-2.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/item/brief-2.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:17	940/940	---M--	200	added ('OK')	image/png	etag:%22601cd-3ac-529d0478e5580%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/mobile.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/mobile.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:18	2865/2865	---M--	200	added ('OK')	image/png	etag:%22601ca-b31-529d03ffc77c0%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/mail.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/mail.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:19	3173/3173	---M--	200	added ('OK')	image/png	etag:%22601d4-c65-529d098ea94c0%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/pin.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/icon/pin.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:19	1781/1781	---M--	200	added ('OK')	image/png	etag:%22601eb-6f5-529c49d017300%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/site-footer-logo.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/site-footer-logo.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:20	55588/55588	---M--	200	added ('OK')	image/png	etag:%22601e8-d924-52a48aba0b040%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/item/brief-3.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/item/brief-3.png	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:23	4760/4760	---M--	200	added ('OK')	text/javascript	etag:%22601f7-1298-52eae17151c80%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/variable.js	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/variable.js	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:24	4938/4938	---M--	200	added ('OK')	text/javascript	etag:%22601f6-134a-52eae0e244b00%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/map.js	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/map.js	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:25	36868/36868	---M--	200	added ('OK')	text/javascript	etag:%22601f9-9004-52543fb609280%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/vendor/bootstrap.min.js	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/vendor/bootstrap.min.js	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:26	1525/1525	---M--	200	added ('OK')	text/javascript	etag:%22601f4-5f5-5291d5d8f0e00%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/demo.js	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/demo.js	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:30	31035/31035	---M--	200	added ('OK')	text/javascript	etag:%22601f5-793b-52d59c8d08000%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/main.js	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/main.js	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:30	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22601a0-4e9f-52543fb609280%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regular.eot	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regular.eot	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/bootstrap.min.css)
01:22:30	95957/95957	---M--	200	added ('OK')	text/javascript	etag:%22601fb-176d5-51620a31e74c0%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/vendor/jquery-1.11.3.min.js	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/vendor/jquery-1.11.3.min.js	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:33	18028/18028	---M--	200	added ('OK')	text/plain	etag:%22601a4-466c-52543fb609280%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regular.woff2	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regular.woff2	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/bootstrap.min.css)
01:22:33	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22601a0-4e9f-52543fb609280%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regular.eot?	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/bootstrap.min.css)
01:22:34	23424/23424	---M--	200	added ('OK')	text/plain	etag:%22601a3-5b80-52543fb609280%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regular.woff	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regular.woff	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/bootstrap.min.css)
01:22:37	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%22601a1-1a8c2-52543fb609280%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regular.svg	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regular.svg	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/bootstrap.min.css)
01:22:42	45404/45404	---M--	200	added ('OK')	text/plain	etag:%22601a2-b15c-52543fb609280%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regular.ttf	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/glyphicons-halflings-regular.ttf	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/bootstrap.min.css)
01:22:48	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226019a-11497-52528d2f8e600%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfont.eot?v=4.5.0	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfont3295.eot	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/vendor.css)
01:22:49	187409/187409	---M--	200	added ('OK')	text/javascript	etag:%22601fd-2dc11-52d5948d7e140%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/vendor/plugin.js	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/js/vendor/plugin.js	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/)
01:22:49	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226019a-11497-52528d2f8e600%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfont.eot?	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfontd41d.eot	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/vendor.css)
01:22:56	66624/66624	---M--	200	added ('OK')	text/plain	etag:%226019e-10440-52528d2f8e600%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfont.woff2?v=4.5.0	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfont3295.woff2	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/vendor.css)
01:22:57	365616/365616	---M--	200	added ('OK')	image/svg+xml	etag:%226019b-59430-52528d2f8e600%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfont.svg?v=4.5.0	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfont3295.svg	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/vendor.css)
01:22:57	3250/3250	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22601a5-cb2-519c7486f6700%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/ytp-regular.eot	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/ytp-regular.eot	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/vendor.css)
01:22:58	255/255	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Mar%202016%2004:22:57%20GMT	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/images/raster.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/images/raster.2e.delayed	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/vendor.css)
01:22:58	258/258	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Mar%202016%2004:22:58%20GMT	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/images/raster@2x.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/images/raster@2x.2f.delayed	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/vendor.css)
01:22:59	259/259	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Mar%202016%2004:22:59%20GMT	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/images/raster_dot.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/images/raster_dot.30.delayed	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/vendor.css)
01:23:00	262/262	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Mar%202016%2004:22:59%20GMT	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/images/raster_dot@2x.png	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/images/raster_dot@2x.31.delayed	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/vendor.css)
01:23:02	83588/83588	---M--	200	added ('OK')	text/plain	etag:%226019d-14684-52528d2f8e600%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfont.woff?v=4.5.0	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfont3295.woff	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/vendor.css)
01:23:04	28755/28755	---M--	200	added ('OK')	image/jpeg	etag:%22601ac-7053-529d68f91f200%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/bg/site-bg-img.jpg	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/bg/site-bg-img.jpg	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/style.css)
01:23:05	29157/29157	---M--	200	added ('OK')	image/jpeg	etag:%22601b0-71e5-529d69587d300%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/bg/site-bg-video.jpg	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/bg/site-bg-video.jpg	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/style.css)
01:23:06	30739/30739	---M--	200	added ('OK')	image/jpeg	etag:%22601af-7813-529d6965d7280%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/bg/site-bg-video-youtube.jpg	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/img/bg/site-bg-video-youtube.jpg	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/style.css)
01:23:07	142072/142072	---M--	200	added ('OK')	text/plain	etag:%226019c-22af8-52528d2f8e600%22	http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfont.ttf?v=4.5.0	F:/SITES/LightShaft/demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/fonts/fontawesome-webfont3295.ttf	(from http://demo.bonefishcode.com/flat-tech/demo/flat-color-bg/assets/css/vendor.css)
